admitted_s,arrival_s,batch_size,comparison,e2e_ms,error,experiment,finished_s,first_token_s,output_tokens,preemptions,profile_name,prompt_tokens,recomputed_tokens,repeat,request_id,requested_output_tokens,tpot_ms,ttft_ms,variant
9240.303456105,9240.303455783,8,metadata,1341.302053000618,,metadata-rebuild-16x8-b8-continuous-fcfs,9241.644757836,9241.11779242,8,0,16x8,16,0,0,request-000004,8,75.28077371430949,814.3366370004514,rebuild
9240.303469896,9240.303469622,8,metadata,1341.292995999538,,metadata-rebuild-16x8-b8-continuous-fcfs,9241.644762618,9241.117794077,8,0,16x8,16,0,0,request-000005,8,75.28122014290213,814.3244549992232,rebuild
9240.303482459,9240.303482159,8,metadata,1341.2846039991564,,metadata-rebuild-16x8-b8-continuous-fcfs,9241.644766763,9241.117795608,8,0,16x8,16,0,0,request-000006,8,75.28159357155216,814.3134489982913,rebuild
9240.303493517,9240.303493253,8,metadata,1341.277262999938,,metadata-rebuild-16x8-b8-continuous-fcfs,9241.644770516,9241.117796894,8,0,16x8,16,0,0,request-000007,8,75.28194600022938,814.3036409983324,rebuild
9241.746843799,9241.746843257,8,metadata,1179.020188999857,,metadata-rebuild-16x8-b8-continuous-fcfs,9242.925863446,9242.565699915,8,0,16x8,16,0,1,request-000000,8,51.45193300008292,818.8566579992766,rebuild
9241.746904624,9241.746904281,8,metadata,1178.9669809986663,,metadata-rebuild-16x8-b8-continuous-fcfs,9242.925871262,9242.565704061,8,0,16x8,16,0,1,request-000001,8,51.45245728557971,818.7997799996083,rebuild
9241.746919198,9241.746918892,8,metadata,1178.9580839995324,,metadata-rebuild-16x8-b8-continuous-fcfs,9242.925876976,9242.565705526,8,0,16x8,16,0,1,request-000002,8,51.453064285721794,818.7866339994798,rebuild
9241.746930742,9241.74693047,8,metadata,1178.9507339999545,,metadata-rebuild-16x8-b8-continuous-fcfs,9242.925881204,9242.565706976,8,0,16x8,16,0,1,request-000003,8,51.45346114295535,818.7765059992671,rebuild
9241.74694101,9241.746940815,8,metadata,1178.9444840014767,,metadata-rebuild-16x8-b8-continuous-fcfs,9242.925885299,9242.565708286,8,0,16x8,16,0,1,request-000004,8,51.45385900011336,818.7674710006831,rebuild
9241.746969965,9241.746969769,8,metadata,1178.919993000818,,metadata-rebuild-16x8-b8-continuous-fcfs,9242.925889762,9242.565709878,8,0,16x8,16,0,1,request-000005,8,51.45426914298566,818.7401089999184,rebuild
9241.746979866,9241.746979676,8,metadata,1178.9142529996752,,metadata-rebuild-16x8-b8-continuous-fcfs,9242.925893929,9242.565711229,8,0,16x8,16,0,1,request-000006,8,51.454671428603305,818.7315529994521,rebuild
9241.746989244,9241.746988971,8,metadata,1178.9085200016416,,metadata-rebuild-16x8-b8-continuous-fcfs,9242.925897491,9242.565712484,8,0,16x8,16,0,1,request-000007,8,51.45500100011954,818.7235130008048,rebuild
9243.030721589,9243.030721052,8,metadata,1191.1423499986995,,metadata-rebuild-16x8-b8-continuous-fcfs,9244.221863402,9243.851361975,8,0,16x8,16,0,2,request-000000,8,52.928775285701185,820.6409229987912,rebuild
9243.030785112,9243.030784794,8,metadata,1191.0870649990102,,metadata-rebuild-16x8-b8-continuous-fcfs,9244.221871859,9243.851367349,8,0,16x8,16,0,2,request-000001,8,52.92921571422734,820.5825549994188,rebuild
9243.030799354,9243.030799088,8,metadata,1191.078589999961,,metadata-rebuild-16x8-b8-continuous-fcfs,9244.221877678,9243.851369189,8,0,16x8,16,0,2,request-000002,8,52.92978414269913,820.5701010010671,rebuild
9243.03081083,9243.030810584,8,metadata,1191.0728510010813,,metadata-rebuild-16x8-b8-continuous-fcfs,9244.221883435,9243.851370897,8,0,16x8,16,0,2,request-000003,8,52.93036257145494,820.5603130008967,rebuild
9243.030820658,9243.030820363,8,metadata,1191.0681940007635,,metadata-rebuild-16x8-b8-continuous-fcfs,9244.221888557,9243.851372231,8,0,16x8,16,0,2,request-000004,8,52.930903714306105,820.5518680006207,rebuild
9243.030832545,9243.030832149,8,metadata,1191.060966000805,,metadata-rebuild-16x8-b8-continuous-fcfs,9244.221893115,9243.851374227,8,0,16x8,16,0,2,request-000005,8,52.93126971420342,820.542078001381,rebuild
9243.030842672,9243.030842469,8,metadata,1191.0550720003812,,metadata-rebuild-16x8-b8-continuous-fcfs,9244.221897541,9243.85137603,8,0,16x8,16,0,2,request-000006,8,52.9316444286191,820.5335610000475,rebuild
9243.030852037,9243.030851744,8,metadata,1191.0502789996826,,metadata-rebuild-16x8-b8-continuous-fcfs,9244.221902023,9243.851377809,8,0,16x8,16,0,2,request-000007,8,52.932030571485356,820.5260649992852,rebuild
9244.330176218,9244.330175558,8,metadata,1210.4691679996904,,metadata-rebuild-16x8-b8-continuous-fcfs,9245.540644726,9245.155964695,8,0,16x8,16,0,3,request-000000,8,54.95429014263209,825.7891370012658,rebuild
9244.330242394,9244.330242121,8,metadata,1210.4113300010795,,metadata-rebuild-16x8-b8-continuous-fcfs,9245.540653451,9245.155968816,8,0,16x8,16,0,3,request-000001,8,54.95494785723817,825.7266950004123,rebuild
9244.330260261,9244.330259981,8,metadata,1210.398705001353,,metadata-rebuild-16x8-b8-continuous-fcfs,9245.540658686,9245.15597027,8,0,16x8,16,0,3,request-000002,8,54.95548800016487,825.7102890001988,rebuild
9244.330272614,9244.33027236,8,metadata,1210.3915709994908,,metadata-rebuild-16x8-b8-continuous-fcfs,9245.540663931,9245.155971744,8,0,16x8,16,0,3,request-000003,8,54.956026714405326,825.6993839986535,rebuild
9244.330283693,9244.33028349,8,metadata,1210.3847219987074,,metadata-rebuild-16x8-b8-continuous-fcfs,9245.540668212,9245.155972719,8,0,16x8,16,0,3,request-000004,8,54.95649899993233,825.6892289991811,rebuild
9244.330309383,9244.330309148,8,metadata,1210.3632540001854,,metadata-rebuild-16x8-b8-continuous-fcfs,9245.540672402,9245.155973973,8,0,16x8,16,0,3,request-000005,8,54.95691842848568,825.6648250007856,rebuild
9244.330319293,9244.33031911,8,metadata,1210.3581510000367,,metadata-rebuild-16x8-b8-continuous-fcfs,9245.540677261,9245.155975111,8,0,16x8,16,0,3,request-000006,8,54.95745000007446,825.6560009995155,rebuild
9244.330328368,9244.330328191,8,metadata,1210.35313900029,,metadata-rebuild-16x8-b8-continuous-fcfs,9245.54068133,9245.155976293,8,0,16x8,16,0,3,request-000007,8,54.95786242863687,825.6481019998319,rebuild
9245.647300045,9245.647299472,8,metadata,1175.6717369989929,,metadata-rebuild-16x8-b8-continuous-fcfs,9246.822971209,9246.467506107,8,0,16x8,16,0,4,request-000000,8,50.78072885719718,820.2066349986126,rebuild
9245.647364567,9245.647364287,8,metadata,1175.615113999811,,metadata-rebuild-16x8-b8-continuous-fcfs,9246.822979401,9246.467510341,8,0,16x8,16,0,4,request-000001,8,50.78129428563573,820.1460540003609,rebuild
9245.647379078,9245.647378872,8,metadata,1175.6060010011424,,metadata-rebuild-16x8-b8-continuous-fcfs,9246.822984873,9246.467512213,8,0,16x8,16,0,4,request-000002,8,50.78180857162806,820.133340999746,rebuild
9245.647390753,9245.647390547,8,metadata,1175.5992800008244,,metadata-rebuild-16x8-b8-continuous-fcfs,9246.822989827,9246.467513739,8,0,16x8,16,0,4,request-000003,8,50.782298285672105,820.1231920011196,rebuild
9245.647400473,9245.647400289,8,metadata,1175.5941409992374,,metadata-rebuild-16x8-b8-continuous-fcfs,9246.82299443,9246.467515017,8,0,16x8,16,0,4,request-000004,8,50.78277328565101,820.1147279996803,rebuild
9245.647412557,9245.647412379,8,metadata,1175.6005050010572,,metadata-rebuild-16x8-b8-continuous-fcfs,9246.823012884,9246.46751628,8,0,16x8,16,0,4,request-000005,8,50.78522914300265,820.1039010000386,rebuild
9245.647422339,9245.647422153,8,metadata,1175.595295999301,,metadata-rebuild-16x8-b8-continuous-fcfs,9246.823017449,9246.467517522,8,0,16x8,16,0,4,request-000006,8,50.78570385714037,820.0953689993185,rebuild
9245.647431309,9245.64743113,8,metadata,1175.591313998666,,metadata-rebuild-16x8-b8-continuous-fcfs,9246.823022444,9246.467518713,8,0,16x8,16,0,4,request-000007,8,50.78624728568165,820.0875829988945,rebuild
9247.037488154,9247.037487605,8,metadata,1145.1671880004142,,metadata-cached-16x8-b8-continuous-fcfs,9248.182654793,9247.835032717,8,0,16x8,16,0,0,request-000000,8,49.66029657147634,797.5451120000798,cached
9247.037542757,9247.037542407,8,metadata,1145.1213769996684,,metadata-cached-16x8-b8-continuous-fcfs,9248.182663784,9247.835036926,8,0,16x8,16,0,0,request-000001,8,49.660979714255,797.4945189998834,cached
9247.037556797,9247.037556526,8,metadata,1145.1127199998155,,metadata-cached-16x8-b8-continuous-fcfs,9248.182669246,9247.835038876,8,0,16x8,16,0,0,request-000002,8,49.661481428432,797.4823500007915,cached
9247.037567987,9247.037567775,8,metadata,1145.10614000028,,metadata-cached-16x8-b8-continuous-fcfs,9248.182673915,9247.83504077,8,0,16x8,16,0,0,request-000003,8,49.66187785716362,797.4729950001347,cached
9247.037577962,9247.037577745,8,metadata,1145.1005349990737,,metadata-cached-16x8-b8-continuous-fcfs,9248.18267828,9247.835041985,8,0,16x8,16,0,0,request-000004,8,49.66232785721201,797.4642399985896,cached
9247.037588955,9247.037588777,8,metadata,1145.0939579990518,,metadata-cached-16x8-b8-continuous-fcfs,9248.182682735,9247.835043234,8,0,16x8,16,0,0,request-000005,8,49.66278585717581,797.4544569988211,cached
9247.03759918,9247.037599027,8,metadata,1145.0884099995164,,metadata-cached-16x8-b8-continuous-fcfs,9248.182687437,9247.835044456,8,0,16x8,16,0,0,request-000006,8,49.66328299997258,797.4454289997084,cached
9247.037608287,9247.037608094,8,metadata,1145.0836189997062,,metadata-cached-16x8-b8-continuous-fcfs,9248.182691713,9247.835045603,8,0,16x8,16,0,0,request-000007,8,49.663729999987744,797.437508999792,cached
9248.284829979,9248.284829435,8,metadata,1138.2500170002459,,metadata-cached-16x8-b8-continuous-fcfs,9249.423079452,9249.077682386,8,0,16x8,16,0,1,request-000000,8,49.34243800016702,792.8529509990767,cached
9248.284891887,9248.284891578,8,metadata,1138.1962039995415,,metadata-cached-16x8-b8-continuous-fcfs,9249.423087782,9249.077686399,8,0,16x8,16,0,1,request-000001,8,49.34305471423223,792.7948209999158,cached
9248.284906408,9248.284906167,8,metadata,1138.187938999181,,metadata-cached-16x8-b8-continuous-fcfs,9249.423094106,9249.077687671,8,0,16x8,16,0,1,request-000002,8,49.34377642842134,792.7815040002315,cached
9248.284917442,9248.284917254,8,metadata,1138.1822859984823,,metadata-cached-16x8-b8-continuous-fcfs,9249.42309954,9249.077689516,8,0,16x8,16,0,1,request-000003,8,49.34428914280683,792.7722619988344,cached
9248.284928614,9248.284928444,8,metadata,1138.1759230007447,,metadata-cached-16x8-b8-continuous-fcfs,9249.423104367,9249.077690976,8,0,16x8,16,0,1,request-000004,8,49.34477014285221,792.7625320007792,cached
9248.284938813,9248.284938654,8,metadata,1138.1704159994115,,metadata-cached-16x8-b8-continuous-fcfs,9249.42310907,9249.077692056,8,0,16x8,16,0,1,request-000005,8,49.345287714199266,792.7534020000166,cached
9248.284948543,9248.284948332,8,metadata,1138.165124999432,,metadata-cached-16x8-b8-continuous-fcfs,9249.423113457,9249.077693236,8,0,16x8,16,0,1,request-000006,8,49.34574585708366,792.7449039998464,cached
9248.284957424,9248.284957254,8,metadata,1138.1607200000872,,metadata-cached-16x8-b8-continuous-fcfs,9249.423117974,9249.077694331,8,0,16x8,16,0,1,request-000007,8,49.34623471438369,792.7370769994013,cached
9249.530214473,9249.530213813,8,metadata,1136.5272370003368,,metadata-cached-16x8-b8-continuous-fcfs,9250.66674105,9250.319249847,8,0,16x8,16,0,2,request-000000,8,49.6416004285233,789.0360340006737,cached
9249.530282163,9249.530281809,8,metadata,1136.4678319987433,,metadata-cached-16x8-b8-continuous-fcfs,9250.666749641,9250.319254885,8,0,16x8,16,0,2,request-000001,8,49.642107999846175,788.9730759998201,cached
9249.53030347,9249.530303253,8,metadata,1136.4514169999893,,metadata-cached-16x8-b8-continuous-fcfs,9250.66675467,9250.319256485,8,0,16x8,16,0,2,request-000002,8,49.64259785707067,788.9532320004946,cached
9249.530314226,9249.530314023,8,metadata,1136.4450879991637,,metadata-cached-16x8-b8-continuous-fcfs,9250.666759111,9250.319258194,8,0,16x8,16,0,2,request-000003,8,49.64298814281522,788.9441709994571,cached
9249.530324226,9249.530324032,8,metadata,1136.4394729989726,,metadata-cached-16x8-b8-continuous-fcfs,9250.666763505,9250.3192597,8,0,16x8,16,0,2,request-000004,8,49.64340071429823,788.935667998885,cached
9249.530333888,9249.530333705,8,metadata,1136.4337209997757,,metadata-cached-16x8-b8-continuous-fcfs,9250.666767426,9250.319260852,8,0,16x8,16,0,2,request-000005,8,49.64379628576613,788.9271469994128,cached
9249.530343391,9249.53034315,8,metadata,1136.428538000473,,metadata-cached-16x8-b8-continuous-fcfs,9250.666771688,9250.319262297,8,0,16x8,16,0,2,request-000006,8,49.644198714304366,788.9191470003425,cached
9249.530352416,9249.530352241,8,metadata,1136.423530000684,,metadata-cached-16x8-b8-continuous-fcfs,9250.666775771,9250.31926376,8,0,16x8,16,0,2,request-000007,8,49.644572999958264,788.9115190009761,cached
9250.773358509,9250.773357853,8,metadata,1145.9664899994095,,metadata-cached-16x8-b8-continuous-fcfs,9251.919324343,9251.56968099,8,0,16x8,16,0,3,request-000000,8,49.94905042855992,796.3231369994901,cached
9250.773425471,9250.773425179,8,metadata,1145.915866998621,,metadata-cached-16x8-b8-continuous-fcfs,9251.919341046,9251.569685185,8,0,16x8,16,0,3,request-000001,8,49.950837285515654,796.2600060000113,cached
9250.773440043,9250.773439741,8,metadata,1145.9071789995505,,metadata-cached-16x8-b8-continuous-fcfs,9251.91934692,9251.56968669,8,0,16x8,16,0,3,request-000002,8,49.95146142859345,796.2469489993964,cached
9250.773451653,9250.77345144,8,metadata,1145.9005090000574,,metadata-cached-16x8-b8-continuous-fcfs,9251.919351949,9251.56968805,8,0,16x8,16,0,3,request-000003,8,49.951985571429496,796.2366100000509,cached
9250.773461695,9250.773461499,8,metadata,1145.8952809989569,,metadata-cached-16x8-b8-continuous-fcfs,9251.91935678,9251.569689344,8,0,16x8,16,0,3,request-000004,8,49.952490857062266,796.227844999521,cached
9250.773471583,9250.773471406,8,metadata,1145.889718000035,,metadata-cached-16x8-b8-continuous-fcfs,9251.919361124,9251.569691079,8,0,16x8,16,0,3,request-000005,8,49.95286357162903,796.2196729986317,cached
9250.773481786,9250.773481589,8,metadata,1145.8841349995055,,metadata-cached-16x8-b8-continuous-fcfs,9251.919365724,9251.569692292,8,0,16x8,16,0,3,request-000006,8,49.953347428527195,796.2107029998151,cached
9250.773491191,9250.773491025,8,metadata,1145.879313999103,,metadata-cached-16x8-b8-continuous-fcfs,9251.919370339,9251.569693542,8,0,16x8,16,0,3,request-000007,8,49.95382814273138,796.2025169999833,cached
9252.025985214,9252.025984718,8,metadata,1136.8171609992714,,metadata-cached-16x8-b8-continuous-fcfs,9253.162801879,9252.81889441,8,0,16x8,16,0,4,request-000000,8,49.12963842850461,792.9096919997392,cached
9252.026066224,9252.026065785,8,metadata,1136.745339999834,,metadata-cached-16x8-b8-continuous-fcfs,9253.162811125,9252.818899709,8,0,16x8,16,0,4,request-000001,8,49.13020228559617,792.8339240006608,cached
9252.026081626,9252.02608138,8,metadata,1136.7348620005941,,metadata-cached-16x8-b8-continuous-fcfs,9253.162816242,9252.818901388,8,0,16x8,16,0,4,request-000002,8,49.13069342858632,792.8200080004899,cached
9252.026094026,9252.026093801,8,metadata,1136.7273180003394,,metadata-cached-16x8-b8-continuous-fcfs,9253.162821119,9252.818902944,8,0,16x8,16,0,4,request-000003,8,49.1311678571427,792.8091430003406,cached
9252.026105705,9252.026105486,8,metadata,1136.7201930006559,,metadata-cached-16x8-b8-continuous-fcfs,9253.162825679,9252.81890441,8,0,16x8,16,0,4,request-000004,8,49.1316098572757,792.798923999726,cached
9252.026116796,9252.026116578,8,metadata,1136.7132490013319,,metadata-cached-16x8-b8-continuous-fcfs,9253.162829827,9252.818905807,8,0,16x8,16,0,4,request-000005,8,49.13200285721229,792.7892290008458,cached
9252.026127919,9252.026127726,8,metadata,1136.7063210000197,,metadata-cached-16x8-b8-continuous-fcfs,9253.162834047,9252.81890689,8,0,16x8,16,0,4,request-000006,8,49.132451000072514,792.7791639995121,cached
9252.026138986,9252.026138772,8,metadata,1136.6993989995535,,metadata-cached-16x8-b8-continuous-fcfs,9253.162838171,9252.818908415,8,0,16x8,16,0,4,request-000007,8,49.13282228569317,792.7696429997013,cached
9253.372069124,9253.372068481,8,prefill,8088.213978000567,,prefill-token-128x32-b8-continuous-fcfs,9261.460282459,9259.913368796,32,0,128x32,128,0,0,request-000000,32,49.900440741933586,6541.300315000626,token
9253.37212559,9253.372125248,8,prefill,8088.170121998701,,prefill-token-128x32-b8-continuous-fcfs,9261.46029537,9259.913372879,32,0,128x32,128,0,0,request-000001,32,49.90072551610806,6541.247630999351,token
9253.372141263,9253.372140949,8,prefill,8088.162088999525,,prefill-token-128x32-b8-continuous-fcfs,9261.460303038,9259.91337465,32,0,128x32,128,0,0,request-000002,32,49.90091574197117,6541.2337009984185,token
9253.372154147,9253.372153918,8,prefill,8088.155317000201,,prefill-token-128x32-b8-continuous-fcfs,9261.460309235,9259.913376307,32,0,128x32,128,0,0,request-000003,32,49.90106219356089,6541.222388999813,token
9253.372168085,9253.372167874,8,prefill,8088.147229998867,,prefill-token-128x32-b8-continuous-fcfs,9261.460315104,9259.913378064,32,0,128x32,128,0,0,request-000004,32,49.90119483866898,6541.210190000129,token
9253.51542507,9253.515423739,8,prefill,8099.110540999391,,prefill-token-128x32-b8-continuous-fcfs,9261.61453428,9260.060014406,32,0,128x32,128,0,0,request-000005,32,50.14580238704155,6544.590667001103,token
9253.515527624,9253.515527159,8,prefill,8099.016959000437,,prefill-token-128x32-b8-continuous-fcfs,9261.614544118,9260.0600231,32,0,128x32,128,0,0,request-000006,32,50.145839290287824,6544.495941001514,token
9253.515545348,9253.515545065,8,prefill,8099.004952999167,,prefill-token-128x32-b8-continuous-fcfs,9261.614550018,9260.060024621,32,0,128x32,128,0,0,request-000007,32,50.145980548369415,6544.479555999715,token
9262.114922833,9262.114922207,8,prefill,8096.353307000754,,prefill-token-128x32-b8-continuous-fcfs,9270.211275514,9268.438533893,32,0,128x32,128,0,1,request-000000,32,57.1852135806459,6323.611686000731,token
9262.11501557,9262.115014984,8,prefill,8096.2715380010195,,prefill-token-128x32-b8-continuous-fcfs,9270.211286522,9268.438539219,32,0,128x32,128,0,1,request-000001,32,57.185396870995795,6323.52423500015,token
9262.115036259,9262.115035893,8,prefill,8096.257382998374,,prefill-token-128x32-b8-continuous-fcfs,9270.211293276,9268.438540861,32,0,128x32,128,0,1,request-000002,32,57.18556177417932,6323.504967998815,token
9262.115051338,9262.11505101,8,prefill,8096.24846800034,,prefill-token-128x32-b8-continuous-fcfs,9270.211299478,9268.438542733,32,0,128x32,128,0,1,request-000003,32,57.185701451617795,6323.491723000188,token
9262.115066804,9262.11506649,8,prefill,8096.238551001079,,prefill-token-128x32-b8-continuous-fcfs,9270.211305041,9268.43854414,32,0,128x32,128,0,1,request-000004,32,57.185835516124385,6323.477650001223,token
9262.265844808,9262.265843765,8,prefill,8091.017322998596,,prefill-token-128x32-b8-continuous-fcfs,9270.356861088,9268.590504931,32,0,128x32,128,0,1,request-000005,32,56.97923087093166,6324.661165999714,token
9262.265990577,9262.26599009,8,prefill,8090.880956000547,,prefill-token-128x32-b8-continuous-fcfs,9270.356871046,9268.590507369,32,0,128x32,128,0,1,request-000006,32,56.979473451651906,6324.517278999338,token
9262.266043187,9262.266042874,8,prefill,8090.844357999231,,prefill-token-128x32-b8-continuous-fcfs,9270.356887232,9268.590508933,32,0,128x32,128,0,1,request-000007,32,56.979945128982614,6324.46605900077,token
9270.853612554,9270.853611924,8,prefill,7866.259837999678,,prefill-token-128x32-b8-continuous-fcfs,9278.719871762,9277.1828907,32,0,128x32,128,0,2,request-000000,32,49.58003425804969,6329.278776000137,token
9270.853683536,9270.853683079,8,prefill,7866.19905400039,,prefill-token-128x32-b8-continuous-fcfs,9278.719882133,9277.182894835,32,0,128x32,128,0,2,request-000001,32,49.580235419383705,6329.211755999495,token
9270.853701236,9270.853700867,8,prefill,7866.188179001256,,prefill-token-128x32-b8-continuous-fcfs,9278.719889046,9277.182896445,32,0,128x32,128,0,2,request-000002,32,49.58040648389508,6329.195578000508,token
9270.853714808,9270.853714518,8,prefill,7866.180326000176,,prefill-token-128x32-b8-continuous-fcfs,9278.719894844,9277.182898083,32,0,128x32,128,0,2,request-000003,32,49.580540677432566,6329.1835649997665,token
9270.853729142,9270.853728818,8,prefill,7866.1719290012115,,prefill-token-128x32-b8-continuous-fcfs,9278.719900747,9277.182899714,32,0,128x32,128,0,2,request-000004,32,49.58067848389375,6329.170896000505,token
9270.954512376,9270.9545114,8,prefill,7862.16723400139,,prefill-token-128x32-b8-continuous-fcfs,9278.816678634,9277.281518102,32,0,128x32,128,0,2,request-000005,32,49.52130748390646,6327.00670200029,token
9271.005217428,9271.005215654,8,prefill,7861.817155999233,,prefill-token-128x32-b8-continuous-fcfs,9278.86703281,9277.330457278,32,0,128x32,128,0,2,request-000006,32,49.56695264515856,6325.241623999318,token
9271.005344154,9271.005342776,8,prefill,7861.7009010013135,,prefill-token-128x32-b8-continuous-fcfs,9278.867043677,9277.330458679,32,0,128x32,128,0,2,request-000007,32,49.567258000024594,6325.115903000551,token
9279.377671991,9279.377671315,8,prefill,8068.5652760002995,,prefill-token-128x32-b8-continuous-fcfs,9287.446236591,9285.900370965,32,0,128x32,128,0,3,request-000000,32,49.866633096767586,6522.699650000504,token
9279.377771133,9279.377770601,8,prefill,8068.476436999845,,prefill-token-128x32-b8-continuous-fcfs,9287.446247038,9285.900376326,32,0,128x32,128,0,3,request-000001,32,49.86679716127964,6522.605725000176,token
9279.377788391,9279.377787981,8,prefill,8068.467171999146,,prefill-token-128x32-b8-continuous-fcfs,9287.446255153,9285.900378073,32,0,128x32,128,0,3,request-000002,32,49.86700258063314,6522.590091999518,token
9279.377802146,9279.377801833,8,prefill,8068.459393000012,,prefill-token-128x32-b8-continuous-fcfs,9287.446261226,9285.900379851,32,0,128x32,128,0,3,request-000003,32,49.86714112900729,6522.578018000786,token
9279.377817489,9279.377817151,8,prefill,8068.451622999419,,prefill-token-128x32-b8-continuous-fcfs,9287.446268774,9285.900381404,32,0,128x32,128,0,3,request-000004,32,49.86733451609795,6522.564253000382,token
9279.544317867,9279.544316783,8,prefill,8043.432215999928,,prefill-token-128x32-b8-continuous-fcfs,9287.587748999,9286.054828945,32,0,128x32,128,0,3,request-000005,32,49.44903399999959,6510.512161999941,token
9279.54448576,9279.544485347,8,prefill,8043.2745319994865,,prefill-token-128x32-b8-continuous-fcfs,9287.587759879,9286.0548304,32,0,128x32,128,0,3,request-000006,32,49.449338032225626,6510.345053000492,token
9279.544504194,9279.544503909,8,prefill,8043.261960001473,,prefill-token-128x32-b8-continuous-fcfs,9287.587765869,9286.054832142,32,0,128x32,128,0,3,request-000007,32,49.449475064560126,6510.328233000109,token
9288.09135905,9288.091357961,8,prefill,8124.094433000209,,prefill-token-128x32-b8-continuous-fcfs,9296.215452394,9294.464822369,32,0,128x32,128,0,4,request-000000,32,56.47193629034342,6373.464407999563,token
9288.091434305,9288.091433761,8,prefill,8124.0312380014075,,prefill-token-128x32-b8-continuous-fcfs,9296.215464999,9294.464826891,32,0,128x32,128,0,4,request-000001,32,56.47219703226461,6373.393130001205,token
9288.091452738,9288.091452299,8,prefill,8124.021183999503,,prefill-token-128x32-b8-continuous-fcfs,9296.215473483,9294.464828742,32,0,128x32,128,0,4,request-000002,32,56.47241099998815,6373.37644299987,token
9288.091467358,9288.091467008,8,prefill,8124.014422999608,,prefill-token-128x32-b8-continuous-fcfs,9296.215481431,9294.464830337,32,0,128x32,128,0,4,request-000003,32,56.47261593549047,6373.363328999403,token
9288.091482519,9288.091482103,8,prefill,8124.008352000601,,prefill-token-128x32-b8-continuous-fcfs,9296.215490455,9294.464832042,32,0,128x32,128,0,4,request-000004,32,56.472852032276286,6373.349939000036,token
9288.091496734,9288.091496497,8,prefill,8124.0347100010695,,prefill-token-128x32-b8-continuous-fcfs,9296.215531207,9294.464833388,32,0,128x32,128,0,4,request-000005,32,56.47412319358996,6373.336890999781,token
9288.09151113,9288.091510896,8,prefill,8124.030203000075,,prefill-token-128x32-b8-continuous-fcfs,9296.215541099,9294.464834494,32,0,128x32,128,0,4,request-000006,32,56.47440661291072,6373.323597999843,token
9288.241614932,9288.241613735,8,prefill,8121.3208900007885,,prefill-token-128x32-b8-continuous-fcfs,9296.362934625,9294.611791546,32,0,128x32,128,0,4,request-000007,32,56.48848641935582,6370.177811000758,token
9296.916307269,9296.916306683,8,prefill,2002.8953649998584,,prefill-chunk16-128x32-b8-continuous-fcfs,9298.919202048,9297.362612814,32,0,128x32,128,0,0,request-000000,32,50.21255593548572,446.3061309998011,chunk16
9296.916361943,9296.9163615,8,prefill,2002.852191000784,,prefill-chunk16-128x32-b8-continuous-fcfs,9298.919213691,9297.362617558,32,0,128x32,128,0,0,request-000001,32,50.21277848391037,446.2560579995625,chunk16
9296.916377746,9296.916377466,8,prefill,2002.8436620013963,,prefill-chunk16-128x32-b8-continuous-fcfs,9298.919221128,9297.362619041,32,0,128x32,128,0,0,request-000002,32,50.2129705484197,446.24157500038564,chunk16
9296.916391091,9296.916390757,8,prefill,2002.837845000613,,prefill-chunk16-128x32-b8-continuous-fcfs,9298.919228602,9297.362620539,32,0,128x32,128,0,0,request-000003,32,50.21316332262828,446.2297819991363,chunk16
9296.916405526,9296.916405235,8,prefill,2002.8305529995123,,prefill-chunk16-128x32-b8-continuous-fcfs,9298.919235788,9297.362621682,32,0,128x32,128,0,0,request-000004,32,50.213358258089656,446.21644699873286,chunk16
9297.077053331,9297.077052112,8,prefill,1991.0475680007949,,prefill-chunk16-128x32-b8-continuous-fcfs,9299.06809968,9297.520369286,32,0,128x32,128,0,0,request-000005,32,49.92678690324547,443.31717400018533,chunk16
9297.077291543,9297.07729095,8,prefill,1990.8192780003446,,prefill-chunk16-128x32-b8-continuous-fcfs,9299.068110228,9297.520370814,32,0,128x32,128,0,0,request-000006,32,49.92707787096151,443.0798640005378,chunk16
9297.077311789,9297.077311389,8,prefill,1990.8044889998564,,prefill-chunk16-128x32-b8-continuous-fcfs,9299.068115878,9297.520372253,32,0,128x32,128,0,0,request-000007,32,49.927213709686896,443.06086399956257,chunk16
9299.223546762,9299.223546074,8,prefill,2051.4000580005813,,prefill-chunk16-128x32-b8-continuous-fcfs,9301.274946132,9299.67481898,32,0,128x32,128,0,1,request-000000,32,51.61700490322302,451.2729060006677,chunk16
9299.223616591,9299.223616095,8,prefill,2051.340062000236,,prefill-chunk16-128x32-b8-continuous-fcfs,9301.274956157,9299.674823891,32,0,128x32,128,0,1,request-000001,32,51.61716987095133,451.20779600074457,chunk16
9299.223632175,9299.22363179,8,prefill,2051.3307429991983,,prefill-chunk16-128x32-b8-continuous-fcfs,9301.274962533,9299.67482537,32,0,128x32,128,0,1,request-000002,32,51.61732783868032,451.19358000010834,chunk16
9299.223644572,9299.223644152,8,prefill,2051.32451999998,,prefill-chunk16-128x32-b8-continuous-fcfs,9301.274968672,9299.674827163,32,0,128x32,128,0,1,request-000003,32,51.61746803224237,451.18301100046665,chunk16
9299.223658789,9299.223658469,8,prefill,2051.3160240006982,,prefill-chunk16-128x32-b8-continuous-fcfs,9301.274974493,9299.674828606,32,0,128x32,128,0,1,request-000004,32,51.61760925811024,451.17013699928066,chunk16
